Meno	S1	S2	S3	S3_2011	S3_2012	S3_2013	S3a	S4	S4a	S4b	S4c	S4d	S5	S5a	S5b	S5c	S5d	S6	S7	S8	S8a	S8b	S9	S10	S11	S12	S13	S14	S15	S16a	S16b	S16c	S16d	S16e	S16f
Mgr. Nicola Kuzmiaková	0	0	roky 2011 - 2013	Okresný súd Košice okolie	Okresný súd Košice okolie	Okresný súd Košice okolie	2011 - Okresný súd Košice okolie; 2012 - Okresný súd Košice okolie; 2013 - Okresný súd Košice okolie	bola prideľovaná najmä agenda Starostlivosti o maloletých.	199	7	232	0	rozhodoval najmä vo veciach Starostlivosti o maloletých.	127	54	312	0	618	7,087378641	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 70 % prípadoch, pričom priemer v SR v rovnakej agende je 65,5 %.	30	21	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 6,1 % prípadoch, pričom priemer v SR je 7,2 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 1,8 %, pričom priemer v SR je 2,5 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,94. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 135 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 21 reštančných vecí, pričom priemer v SR je 126. To tvorí 14,7 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 71,1 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 164. mieste. Za kvalitu rozhodovania získal 9,5 bodov z 15 a za efektivitu 15,5 z možných 25.	"Okresný súd Košice okolie - 1SprR11/2011 - s účinnosťou od 18.05.2011 pozastavený nápad z dôvodu poverenia vykonávania funkcie predsedu súdu podľa ust. § 50 ods. 3 a s účinnosťou od 01.09.2011 pod 1SprR/19/2011 a 1SprR/20/2011 zastavený nápad v agende ""P"" a ""Cb"" z dôvodu vymenovania predsedom súdu podľa § 35 ods. 3"	N/A	"Okresný súd Košice okolie - 1SprR11/11 - s účinnosťou od 18.05.2011 pozastavený nápad z dôvodu poverenia vykonávania funkcie predsedu súdu podľa ust. § 50 ods. 3 a s účinnosťou od 01.09.2011 pod 1SprR/19/11 a 1SprR/20/11 zastavený nápad v agende ""P"" a ""Cb"" z dôvodu vymenovania predsedom súdu podľa § 35 ods. 3"	N/A	"Okresný súd Košice okolie - 1SprR11/2011 - s účinnosťou od 18.05.2011 pozastavený nápad z dôvodu poverenia vykonávania funkcie predsedu súdu podľa ust. § 50 ods. 3 a s účinnosťou od 01.09.2011 pod 1SprR/19/2011 a 1SprR/20/2011 zastavený nápad v agende ""P"" a ""Cb"" z dôvodu vymenovania predsedom súdu podľa § 35 ods. 3"	N/A
Mgr. Nina Kollárová	0	0	roky 2011 - 2013	Okresný súd Bratislava I	Okresný súd Bratislava I	Okresný súd Bratislava I	2011 - Okresný súd Bratislava I; 2012 - Okresný súd Bratislava I; 2013 - Okresný súd Bratislava I	bola prideľovaná najmä Obchodná agenda.	0	871	0	0	rozhodoval najmä v Obchodnej agende.	0	842	0	0	516	17,90697674	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 62,1 % prípadoch, pričom priemer v SR v rovnakej agende je 63,7 %.	29	18	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 3,4 % prípadoch, pričom priemer v SR je 9,7 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 1,3 %, pričom priemer v SR je 3,4 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 2,3. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 522 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 313 reštančných vecí, pričom priemer v SR je 126. To tvorí 58,8 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 94,6 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 13,5 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 659. mieste. Za kvalitu rozhodovania získal 10 bodov z 15 a za efektivitu 3,5 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
Mgr. Pamela Záleská	0	0	roky 2011 - 2013	Okresný súd Nitra	Okresný súd Nitra	Okresný súd Nitra	2011 - Okresný súd Nitra; 2012 - Okresný súd Nitra; 2013 - Okresný súd Nitra	bola prideľovaná najmä Trestná agenda.	0	0	0	511	rozhodoval najmä v Trestnej agende.	0	0	0	629	645	7,92248062	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 37,5 % prípadoch, pričom priemer v SR v rovnakej agende je 52,2 %.	64	24	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 10,2 % prípadoch, pričom priemer v SR je 8,5 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 6,4 %, pričom priemer v SR je 4,1 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,29. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 63 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 43 reštančných vecí, pričom priemer v SR je 126. To tvorí 62,3 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 118,5 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 20,5 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 402. mieste. Za kvalitu rozhodovania získal 4 bodov z 15 a za efektivitu 16,5 z možných 25.	Okresný súd Nitra - Nebol dôvod na zníženie nápadu.	N/A	Okresný súd Nitra - Nebol dôvod na zníženie nápadu.	N/A	Okresný súd Nitra - Nebol dôvod na zníženie nápadu.	N/A
Mgr. Patricia Skotnická	2	2	roky 2011 - 2013	Okresný súd Bratislava I	Okresný súd Bratislava I	Okresný súd Bratislava I	2011 - Okresný súd Bratislava I; 2012 - Okresný súd Bratislava I; 2013 - Okresný súd Bratislava I	bola prideľovaná najmä Občianskoprávna agenda.	716	0	0	0	rozhodoval najmä v Občianskoprávnej agende.	822	0	0	0	636	11,88679245	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 89,1 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	64	57	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 7,8 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 0,9 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 1,62. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 424 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 296 reštančných vecí, pričom priemer v SR je 126. To tvorí 61,9 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 93,2 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 18,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 490. mieste. Za kvalitu rozhodovania získal 14 bodov z 15 a za efektivitu 4,75 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
Mgr. Patrícia Železníkova	0	0	roky 2011 - 2013	Okresný súd Bratislava I	Okresný súd Bratislava I	Okresný súd Bratislava I	2011 - Okresný súd Bratislava I; 2012 - Okresný súd Bratislava I; 2013 - Okresný súd Bratislava I	bola prideľovaná najmä agenda Starostlivosti o maloletých.	0	0	768	0	rozhodoval najmä vo veciach Starostlivosti o maloletých.	56	0	846	0	646	11,88854489	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 83,5 % prípadoch, pričom priemer v SR v rovnakej agende je 65,5 %.	97	81	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 10,8 % prípadoch, pričom priemer v SR je 7,2 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 1,8 %, pričom priemer v SR je 2,5 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,53. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 132 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 88 reštančných vecí, pričom priemer v SR je 126. To tvorí 57,1 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 131,4 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 26,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 118. mieste. Za kvalitu rozhodovania získal 10,75 bodov z 15 a za efektivitu 15,5 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
Mgr. Patricie Kepeňová	1	0	roky 2012 - 2013	N/A	Okresný súd Trenčín	Okresný súd Trenčín	2012 - Okresný súd Trenčín; 2013 - Okresný súd Trenčín	bola prideľovaná najmä Obchodná agenda.	0	58	0	0	rozhodoval najmä v Obchodnej agende.	0	32	0	0	426	1,361502347	Evidujeme menej ako 10 rozhodnutí o odvolaniach voči rozhodnutiam sudcu.	0	0	N/A	N/A	Pre hodnotenie efektivity disponujeme málo reprezentatívnymi dátami, a preto sudcu nehodnotíme.	N/A	N/A	N/A	Pre bodové hodnotenie sudcu nedisponujeme dostatočne reprezentatývnymi údajmi.	N/A	N/A	N/A	N/A	N/A	N/A
Mgr. Pavol Dekánek	1	0	roky 2011 - 2013	Okresný súd Bratislava I	Okresný súd Bratislava I	Okresný súd Bratislava I	2011 - Okresný súd Bratislava I; 2012 - Okresný súd Bratislava I; 2013 - Okresný súd Bratislava I	bola prideľovaná najmä Trestná agenda.	0	0	0	310	rozhodoval najmä v Trestnej agende.	0	0	0	326	658	4,711246201	Evidujeme menej ako 10 rozhodnutí o odvolaniach voči rozhodnutiam sudcu.	9	2	N/A	N/A	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 1,36. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 190 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 182 reštančných vecí, pričom priemer v SR je 126. To tvorí 95,8 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 177,2 % prípadov. Priemer v SR bol 99,6 %.	Pre bodové hodnotenie sudcu nedisponujeme dostatočne reprezentatývnymi údajmi.	N/A	N/A	N/A	N/A	N/A	N/A
Mgr. Pavol Tomík	0	0	roky 2011 - 2013	Okresný súd Bratislava I	Okresný súd Bratislava I	Okresný súd Bratislava I	2011 - Okresný súd Bratislava I; 2012 - Okresný súd Bratislava I; 2013 - Okresný súd Bratislava I	bola prideľovaná najmä Trestná agenda.	0	0	0	322	rozhodoval najmä v Trestnej agende.	0	0	0	446	648	4,969135802	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 57,6 % prípadoch, pričom priemer v SR v rovnakej agende je 52,2 %.	59	34	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 13,2 % prípadoch, pričom priemer v SR je 8,5 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 5,6 %, pričom priemer v SR je 4,1 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,42. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 59 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 48 reštančných vecí, pričom priemer v SR je 126. To tvorí 77,4 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 140,6 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 23 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 254. mieste. Za kvalitu rozhodovania získal 6,25 bodov z 15 a za efektivitu 16,75 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
Mgr. Peter Garaj	1	0	roky 2011 - 2013	Okresný súd Nové Zámky	Okresný súd Nové Zámky	Okresný súd Nové Zámky	2011 - Okresný súd Nové Zámky; 2012 - Okresný súd Nové Zámky; 2013 - Okresný súd Nové Zámky	bola prideľovaná najmä Občianskoprávna agenda.	1213	0	0	0	rozhodoval najmä v Občianskoprávnej agende.	1148	0	0	0	640	18,953125	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 54,1 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	74	40	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 6,4 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 3 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,73. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 275 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 252 reštančných vecí, pričom priemer v SR je 126. To tvorí 67,4 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 117,1 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 16 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 600. mieste. Za kvalitu rozhodovania získal 6,5 bodov z 15 a za efektivitu 9,5 z možných 25.	N/A	N/A	N/A	N/A	N/A	N/A
Mgr. Peter Hvizdoš	0	0	rok 2013	N/A	N/A	Okresný súd Trenčín	2013 - Okresný súd Trenčín	bola prideľovaná najmä Občianskoprávna agenda.	439	0	0	0	rozhodoval najmä v Občianskoprávnej agende.	261	0	0	0	143	40,76923077	Evidujeme menej ako 10 rozhodnutí o odvolaniach voči rozhodnutiam sudcu.	3	3	N/A	N/A	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 1,5. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 392 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 111 reštančných vecí, pričom priemer v SR je 126. To tvorí 23,8 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 44,8 % prípadov. Priemer v SR bol 99,6 %.	Pre bodové hodnotenie sudcu nedisponujeme dostatočne reprezentatývnymi údajmi.	N/A	N/A	N/A	N/A	N/A	N/A
Mgr. Peter Mezőszállási	0	0	roky 2011 - 2013	Okresný súd Komárno	Okresný súd Komárno	Okresný súd Komárno	2011 - Okresný súd Komárno; 2012 - Okresný súd Komárno; 2013 - Okresný súd Komárno	bola prideľovaná najmä Obchodná agenda.	78	978	0	0	rozhodoval najmä v Obchodnej agende.	57	1084	0	0	645	16,37209302	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 60 % prípadoch, pričom priemer v SR v rovnakej agende je 63,7 %.	55	33	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 4,8 % prípadoch, pričom priemer v SR je 9,7 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 1,9 %, pričom priemer v SR je 3,4 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,61. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 226 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 53 reštančných vecí, pričom priemer v SR je 126. To tvorí 22,5 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 100,3 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 25,75 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 135. mieste. Za kvalitu rozhodovania získal 8,75 bodov z 15 a za efektivitu 17 z možných 25.	N/A	N/A	Okresný súd Komárno - Nebol dôvod na zníženie nápadu. Sudcovi agenda Cb podľa rozvrhu práce bola prideľovaná v 4/5-inách, agenda D v 1/4-ine , agenda Rob v 4/5-inách,  a Er v 1/9-ine.  	N/A	Okresný súd Komárno - Nebol dôvod na zníženie nápadu. Podľa rozvrhu práce boli sudcovi prideľované okrem hlavnej agendy Cb v 4/5-inách, aj agendy Rob, U  v 4/5-ine, D v 2/4-inách, Er v 1/9-ine a od 22.10.2013 v l/10-ine, od 1,2. 2013 aj agenda C v 1/35-ine do 22. 10. 2013. 	N/A
Mgr. Peter Sivák	0	0	roky 2011 - 2013	Okresný súd Humenné	Okresný súd Humenné	Okresný súd Humenné	2011 - Okresný súd Humenné; 2012 - Okresný súd Humenné; 2013 - Okresný súd Humenné	bola prideľovaná najmä Občianskoprávna agenda.	825	158	0	0	rozhodoval najmä v Občianskoprávnej agende.	830	202	0	0	670	15,17910448	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 45,6 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	158	72	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 15,3 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 8,3 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,54. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 198 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 72 reštančných vecí, pričom priemer v SR je 126. To tvorí 30,8 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 101,7 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 18,25 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 509. mieste. Za kvalitu rozhodovania získal 2 bodov z 15 a za efektivitu 16,25 z možných 25.	"Okresný súd Humenné - od 1.9.2011 znížený nápad v agende C na 1/2,
od l.9.2011 pridelný nápad v agende Cb na 1/2"	N/A	"Okresný súd Humenné - od 1.1.2012 do 31.3.2012 nápad v agende C 1/2, od 1.4.2012 2/3
od 1.1.2012 do 31.3.2012 nápad v agende Cb 1/2 od 1.4.2012 1/3"	N/A	N/A	N/A
Mgr. Peter Straka	0	0	rok 2013	N/A	N/A	Okresný súd Lučenec	2013 - Okresný súd Lučenec	bola prideľovaná najmä Občianskoprávna agenda.	121	18	101	0	rozhodoval najmä vo veciach Starostlivosti o maloletých.	46	3	76	0	196	12,29591837	Evidujeme menej ako 10 rozhodnutí o odvolaniach voči rozhodnutiam sudcu.	1	1	N/A	N/A	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 1,14. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 142 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 17 reštančných vecí, pričom priemer v SR je 126. To tvorí 11,7 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 51,9 % prípadov. Priemer v SR bol 99,6 %.	Pre bodové hodnotenie sudcu nedisponujeme dostatočne reprezentatývnymi údajmi.	N/A	N/A	N/A	N/A	Okresný súd Lučenec - Sudca vykonáva funkciu sudcu od 12.02.2013.	N/A
Mgr. Raul Pospíšil	11	1	roky 2011 - 2013	Okresný súd Bratislava II 	Okresný súd Bratislava II 	Okresný súd Bratislava II 	2011 - Okresný súd Bratislava II ; 2012 - Okresný súd Bratislava II ; 2013 - Okresný súd Bratislava II 	bola prideľovaná najmä Občianskoprávna agenda.	812	0	0	0	rozhodoval najmä v Občianskoprávnej agende.	1009	0	0	0	645	13,05426357	Rozhodnutie sudcu bolo v prípade odvolaní potvrené v 57,4 % prípadoch, pričom priemer v SR v rovnakej agende je 63 %.	61	35	Odvolanie voči rozhodnutiam sudcu bolo podávané približne v 6 % prípadoch, pričom priemer v SR je 8,8 %.	Z celkového počtu rozhodnutí bolo zmenených alebo zrušených 2,6 %, pričom priemer v SR je 3,3 %.	Podiel medzi nevybavenými vecami na konci roka 2013 a rozhodnutými vecami bol 0,93. Čím je číslo nižšie, tým je sudca schopnejší vybavovať prichádzajúce prípady. Priemer v SR bol 0,9.	Sudca mal na konci roka 2013 418 nevybavených vecí, pričom priemer v SR je 238.	Sudca mal na konci roka 2013 251 reštančných vecí, pričom priemer v SR je 126. To tvorí 49,5 % z nevybavených vecí. Priemer v SR v tomto ukazovateli je 43,4.	Sudca dokázal v roku 2013 vybaviť, k počtu pridelených vecí, 124,7 % prípadov. Priemer v SR bol 99,6 %.	Celkovo získal sudca podľa našej metodológie 18 bodov zo 45 možných. Medzi 739 hodnotenými sudcami okresných súdov sa umiestnil na 519. mieste. Za kvalitu rozhodovania získal 8 bodov z 15 a za efektivitu 10 z možných 25.	Okresný súd Bratislava II  - sudca nemá znížený nápad	N/A	Okresný súd Bratislava II  - Sudca mal zastavený nápad od 01.01.2012 do 28.02.2012 z dôvodu vysokého počtu nevybavených vecí v oddelení C,Cpr.	N/A	N/A	N/A
